ticket_id,text,channel,category
TCK000624,good morning what is the early settlement figure for my loan account thanks,email,loan_servicing
TCK000625,hi team I did not authorise the £379.56 charge from AMZN MKTPLACE on my card thanks,email,fraud_dispute
TCK000626,dear team please explain the interest charge on my last statement many thanks,app,billing
TCK000627,IS THERE A FEE FOR WITHDRAWING CASH ABROAD.,app,general_enquiry
TCK000628,"hi payment issue on my account, need this sorted today!",app,account_access
TCK000629,hi what are your branch opening hours on a saturday please help,email,general_enquiry
TCK000630,biometric login stopped working after the latest update many thanks,web,billing
TCK000631,"HELLO MY CARD IS NOT WORKING, WHAT DO I DO",email,loan_servicing
TCK000632,GOOD MORNING WHAT DOCUMENTS DO I NEED TO UPDATE MY ADDRESS REGARDS,app,general_enquiry
TCK000633,CAN I CHANGE MY MONTHLY INSTALMENT DATE TO THE 8TH!,phone_transcript,loan_servicing
TCK000634,HI PLEASE EXPLAIN THE INTEREST CHARGE ON MY LAST STATEMENT MANY THANKS,web,billing
TCK000635,DEAR TEAM NEED HELP WITH A CHARGE ON MY ACCOUNT!,web,billing
TCK000636,hello I was billed £201.83 after I already cancelled the service!!,email,billing
TCK000637,good morning is there a fee for withdrawing cash abroad thanks,phone_transcript,general_enquiry
TCK000638,HI TEAM NEED HELP WITH A CHARGE ON MY ACCOUNT PLEASE HELP,web,fraud_dispute
TCK000639,"this is the worst service I have received, I am moving my accounts many thanks",web,complaint
TCK000640,hi team do you offer joint accounts for students please help,web,general_enquiry
TCK000641,"good morning my card is not working, what do I do regards",web,general_enquiry
TCK000642,hi what documents do I need to update my address many thanks,email,general_enquiry
TCK000643,hello the annual fee of £27.69 was applied twice to my statement many thanks,web,billing
TCK000644,is there a fee for withdrawing cash abroad thanks,app,general_enquiry
TCK000645,"THIS IS THE WORST SERVICE I HAVE RECEIVED, I AM MOVING MY ACCOUNTS",app,complaint
TCK000646,hi team can someone look at my account urgently many thanks,web,account_access
TCK000647,HI SOMETHING IS WRONG WITH MY STATEMENT,phone_transcript,general_enquiry
TCK000648,"hi team locked out after three attempts, need my password reset",web,account_access
TCK000649,"dear team duplicate direct debit taken, need a refund of £143.31 thanks",app,billing
TCK000650,"hi third time raising this issue, nobody has called me back!!",email,complaint
TCK000651,"HELLO THIS IS THE WORST SERVICE I HAVE RECEIVED, I AM MOVING MY ACCOUNTS",app,complaint
TCK000652,"good morning cannot log in to the app, it says my credentials are invalid many thanks",phone_transcript,account_access
TCK000653,"hi team cannot log in to the app, it says my credentials are invalid.",app,account_access
TCK000654,"GOOD MORNING CANNOT LOG IN TO THE APP, IT SAYS MY CREDENTIALS ARE INVALID THANKS",web,account_access
TCK000655,dear team how do I order a replacement card for a lost one,email,general_enquiry
TCK000656,good morning what are your branch opening hours on a saturday thanks,app,general_enquiry
TCK000657,"issue with my payment, second time asking many thanks",app,general_enquiry
TCK000658,"hello my direct debit for the loan failed, how do I catch up.",app,loan_servicing
TCK000659,"hello locked out after three attempts, need my password reset regards",web,account_access
TCK000660,I WANT TO MAKE A FORMAL COMPLAINT ABOUT THE HANDLING OF MY CASE!!,email,complaint
TCK000661,dear team can I change my monthly instalment date to teh 6th,app,loan_servicing
TCK000662,good morning biometric login stopped working after the latest update many thanks,app,account_access
TCK000663,DEAR TEAM I DID NOT AUTHORISE THE £97.66 CHARGE FROM APPLE.COM/BILL ON MY CARD THANKS,phone_transcript,fraud_dispute
TCK000664,DEAR TEAM WHAT ARE YOUR BRANCH OPENING HOURS ON A SATURDAY THANKS,email,general_enquiry
TCK000665,dear team the one time passcode never arrives on my phone many thanks,email,account_access
TCK000666,hi is there a fee for withdrawing cash abroad,email,general_enquiry
TCK000667,"dear team locked out after three attempts, need my password reset!",email,account_access
TCK000668,"hi team locked out after three attempts, need my password reset regards",web,account_access
TCK000669,"my card is not working, what do I do regards",email,loan_servicing
TCK000670,hi team I want to make an overpayment of £128.72 on my loan please help,app,loan_servicing
TCK000671,good morning can I change my monthly instalment date to teh 4th!!,web,loan_servicing
TCK000672,THE ANNUAL FEE OF £487.43 WAS APPLIED TWICE TO MY STATEMENT PLEASE HELP,email,billing
TCK000673,"hi duplicate direct debit taken, need a refund of £533.71 please help",web,billing
TCK000674,DEAR TEAM THE ONE TIME PASSCODE NEVER ARRIVES ON MY PHONE THANKS,email,account_access
TCK000675,GOOD MORNING IS THERE A FEE FOR WITHDRAWING CASH ABROAD MANY THANKS,phone_transcript,general_enquiry
TCK000676,dear team I want to make an overpayment of £753.75 on my loan!!,web,loan_servicing
TCK000677,WHY WAS I CHARGED £556.17 THIS MONTH WHEN MY PLAN IS FIXED REGARDS,web,billing
TCK000678,hello what are your branch opening hours on a saturday thanks,app,loan_servicing
TCK000679,hi team need help with a charge on my account!,app,billing
TCK000680,"MY CARD IS NOT WORKING, WHAT DO I DO!!",app,account_access
TCK000681,hi there are 4 transactions I do not recognise please block teh card thanks,phone_transcript,fraud_dispute
TCK000682,good morning something is wrong with my statement,web,billing
TCK000683,good morning I want to make an overpayment of £89.56 on my loan!,phone_transcript,loan_servicing
TCK000684,hi team the annual fee of £398.37 was applied twice to my statement.,app,billing
TCK000685,hello there are 8 transactions I do not recognise please block the card!,app,fraud_dispute
TCK000686,dear team I want to make a formal complaint about the handling of my case regards,email,complaint
TCK000687,"GOOD MORNING DUPLICATE DIRECT DEBIT TAKEN, NEED A REFUND OF £171.79 PLEASE HELP",web,billing
TCK000688,requesting a payment holiday for 7 months on my loan!!,app,loan_servicing
TCK000689,"good morning this is teh worst service I have received, I am moving my accounts!",email,complaint
TCK000690,"HI SOMEONE USED MY DEBIT CARD AT STEAM GAMES, I WANT A CHARGEBACK.",app,billing
TCK000691,hello I was billed £638.57 after I already cancelled the service.,phone_transcript,billing
TCK000692,hello what is teh early settlement figure for my loan account please help,app,loan_servicing
TCK000693,dear team can I change my monthly instalment date to teh 8th regards,app,loan_servicing
TCK000694,hello need help with a charge on my account!!,web,complaint
TCK000695,"HI CANNOT LOG IN TO THE APP, IT SAYS MY CREDENTIALS ARE INVALID.",app,account_access
TCK000696,HELLO THE ONE TIME PASSCODE NEVER ARRIVES ON MY PHONE.,web,account_access
TCK000697,hi team requesting a payment holiday for 3 months on my loan regards,app,loan_servicing
TCK000698,good morning my username is not recognised even though the account is active,email,account_access
TCK000699,hello why was I charged £582.59 this month when my plan is fixed!,app,account_access
TCK000700,HI TEAM WHY WAS I CHARGED £352.50 THIS MONTH WHEN MY PLAN IS FIXED PLEASE HELP,phone_transcript,billing
TCK000701,"this is teh worst service I have received, I am moving my accounts!",email,complaint
TCK000702,hi the one time passcode never arrives on my phone thanks,phone_transcript,account_access
TCK000703,hi is there a fee for withdrawing cash abroad.,email,general_enquiry
TCK000704,hi team I was billed £367.97 after I already cancelled the service thanks,app,billing
TCK000705,hello the branch staff were rude and refused to escalate my case.,app,complaint
TCK000706,"hi issue with my payment, second time asking!",email,account_access
TCK000707,"hello unauthorised payment of £35.30 showing on statement, card was in my wallet many thanks",email,fraud_dispute
TCK000708,"my direct debit for the loan failed, how do I catch up thanks",web,account_access
TCK000709,"my direct debit for the loan failed, how do I catch up!",email,loan_servicing
TCK000710,THE AMOUNT IS NOT WHAT I EXPECTED PLEASE HELP,app,general_enquiry
TCK000711,DEAR TEAM DO YOU OFFER JOINT ACCOUNTS FOR STUDENTS!!,app,general_enquiry
TCK000712,good morning do you offer joint accounts for students.,app,general_enquiry
TCK000713,"good morning payment issue on my account, need this sorted today!!",email,fraud_dispute
TCK000714,dear team I want to make an overpayment of £469.54 on my loan regards,app,loan_servicing
TCK000715,need help with a charge on my account.,email,account_access
TCK000716,"hi team third time raising this issue, nobody has called me back many thanks",email,complaint
TCK000717,hi something is wrong with my statement,phone_transcript,billing
TCK000718,dear team what is the early settlement figure for my loan account!!,app,loan_servicing
TCK000719,DEAR TEAM I WAS BILLED £246.60 AFTER I ALREADY CANCELLED THE SERVICE MANY THANKS,app,billing
TCK000720,hi please explain the interest charge on my last statement thanks,email,billing
TCK000721,dear team teh annual fee of £456.48 was applied twice to my statement regards,web,billing
TCK000722,dear team need help with a charge on my account!,app,billing
TCK000723,dear team need help with a charge on my account thanks,phone_transcript,general_enquiry
TCK000724,HI TEAM REQUESTING A PAYMENT HOLIDAY FOR 3 MONTHS ON MY LOAN MANY THANKS,app,loan_servicing
TCK000725,there are 8 transactions I do not recognise please block the card.,email,fraud_dispute
TCK000726,hi what are your branch opening hours on a saturday,web,general_enquiry
TCK000727,"hi team my card is not working, what do I do!",phone_transcript,complaint
TCK000728,CAN SOMEONE LOOK AT MY ACCOUNT URGENTLY,web,account_access
TCK000729,good morning how do I order a replacement card for a lost one!!,app,general_enquiry
TCK000730,"hi someone used my debit card at AMZN MKTPLACE, I want a chargeback",app,fraud_dispute
TCK000731,hello is there a fee for withdrawing cash abroad!,app,account_access
TCK000732,BIOMETRIC LOGIN STOPPED WORKING AFTER THE LATEST UPDATE.,app,account_access
TCK000733,"dear team this is teh worst service I have received, I am moving my accounts",email,complaint
TCK000734,"hello issue with my payment, second time asking.",email,account_access
TCK000735,"my card is not working, what do I do!",email,general_enquiry
TCK000736,dear team biometric login stopped working after the latest update!!,app,account_access
TCK000737,HELLO I WAS BILLED £292.04 AFTER I ALREADY CANCELLED THE SERVICE REGARDS,web,billing
TCK000738,GOOD MORNING I HAVE BEEN WAITING 5 WEEKS FOR A RESPONSE AND THIS IS UNACCEPTABLE.,email,account_access
TCK000739,"HELLO DUPLICATE DIRECT DEBIT TAKEN, NEED A REFUND OF £593.05",phone_transcript,billing
TCK000740,hello do you offer joint acounts for students thanks,email,general_enquiry
TCK000741,"hi team issue with my payment, second time asking",phone_transcript,fraud_dispute
TCK000742,I have been waiting 7 weeks for a response and this is unacceptable!,app,complaint
TCK000743,hi is there a fee for withdrawing cash abroad regards,email,general_enquiry
TCK000744,"hi team my card is not working, what do I do many thanks",phone_transcript,account_access
TCK000745,hello need help with a charge on my account thanks,email,general_enquiry
TCK000746,hello can I change my monthly instalment date to teh 3th,app,loan_servicing
TCK000747,hi team do you offer joint accounts for students regards,email,general_enquiry
TCK000748,hello what is teh early settlement figure for my loan account.,app,loan_servicing
TCK000749,"hello my direct debit for the loan failed, how do I catch up",web,loan_servicing
TCK000750,"dear team this is the worst service I have received, I am moving my accounts!",app,complaint
TCK000751,dear team requesting a payment holiday for 3 months on my loan!,app,loan_servicing
TCK000752,hi what is the early settlement figure for my loan account many thanks,phone_transcript,loan_servicing
TCK000753,good morning there are 4 transactions I do not recognise please block the card regards,email,fraud_dispute
TCK000754,"GOOD MORNING MY DIRECT DEBIT FOR THE LOAN FAILED, HOW DO I CATCH UP REGARDS",app,loan_servicing
TCK000755,HI TEAM THE ANNUAL FEE OF £763.88 WAS APPLIED TWICE TO MY STATEMENT!,app,billing
TCK000756,hi team what is the early settlement figure for my loan account please help,phone_transcript,loan_servicing
TCK000757,hi there are 8 transactions I do not recognise please block the card!!,email,fraud_dispute
TCK000758,"hello my account was compromised after a phishing text, £523.36 is missing",app,fraud_dispute
TCK000759,dear team I have been waiting 6 weeks for a response and this is unacceptable!!,email,complaint
TCK000760,hello I was billed £5.10 after I already cancelled the service thanks,phone_transcript,billing
TCK000761,hello what documents do I need to update my address thanks,email,general_enquiry
TCK000762,hi team teh annual fee of £754.13 was applied twice to my statement.,web,billing
TCK000763,hello I did not authorise the £406.03 charge from RYANAIR on my card.,email,fraud_dispute
TCK000764,HI TEAM I DID NOT AUTHORISE THE £102.63 CHARGE FROM RYANAIR ON MY CARD MANY THANKS,web,fraud_dispute
TCK000765,HI TEAM IS THERE A FEE FOR WITHDRAWING CASH ABROAD!,email,general_enquiry
TCK000766,HI REQUESTING A PAYMENT HOLIDAY FOR 5 MONTHS ON MY LOAN!!,app,loan_servicing
TCK000767,hi why was I charged £91.91 this month when my plan is fixed!!,web,billing
TCK000768,good morning I want to make a formal complaint about the handling of my case regards,email,complaint
TCK000769,SOMETHING IS WRONG WITH MY STATEMENT!!,web,account_access
TCK000770,hello my username is not recognised even though the account is active thanks,email,account_access
TCK000771,"hi team my account was compromised after a phishing text, £44.72 is missing regards",app,fraud_dispute
TCK000772,hi please explain the interest charge on my last statement,web,billing
TCK000773,hello please explain the interest charge on my last statement regards,phone_transcript,billing
TCK000774,"dear team my account was compromised after a phishing text, £570.32 is missing regards",email,fraud_dispute
TCK000775,HELLO MY USERNAME IS NOT RECOGNISED EVEN THOUGH THE ACCOUNT IS ACTIVE!,app,account_access
TCK000776,HELLO WHY WAS I CHARGED £80.33 THIS MONTH WHEN MY PLAN IS FIXED,email,billing
TCK000777,dear team I was billed £389.98 after I already cancelled the service please help,app,billing
TCK000778,"GOOD MORNING MY DIRECT DEBIT FOR THE LOAN FAILED, HOW DO I CATCH UP PLEASE HELP",phone_transcript,loan_servicing
TCK000779,"hello duplicate direct debit taken, need a refund of £488.26 regards",email,billing
TCK000780,"locked out after three attempts, need my password reset!!",app,account_access
TCK000781,hi I want to make an overpayment of £870.90 on my loan many thanks,email,loan_servicing
TCK000782,dear team biometric login stopped working after the latest update regards,app,account_access
TCK000783,"dear team duplicate direct debit taken, need a refund of £435.29 regards",web,billing
TCK000784,HI TEAM MY USERNAME IS NOT RECOGNISED EVEN THOUGH THE ACCOUNT IS ACTIVE PLEASE HELP,web,account_access
TCK000785,the amount is not what I expected thanks,email,complaint
TCK000786,HI TEAM I WANT TO MAKE A FORMAL COMPLAINT ABOUT THE HANDLING OF MY CASE.,web,complaint
TCK000787,dear team the amount is not what I expected thanks,app,account_access
TCK000788,hi please explain teh interest charge on my last statement!,app,billing
TCK000789,hi team do you offer joint acounts for students many thanks,phone_transcript,general_enquiry
TCK000790,is there a fee for withdrawing cash abroad!,app,general_enquiry
TCK000791,why was I charged £570.28 this month when my plan is fixed please help,app,billing
TCK000792,hi I was billed £682.04 after I already cancelled teh service regards,web,billing
TCK000793,hi I was billed £795.03 after I already cancelled the service!,email,billing
TCK000794,"duplicate direct debit taken, need a refund of £180.81 regards",email,billing
TCK000795,hi team biometric login stopped working after the latest update thanks,app,account_access
TCK000796,hi team the annual fee of £507.75 was applied twice to my statement,app,billing
TCK000797,"dear team third time raising this issue, nobody has called me back thanks",app,loan_servicing
TCK000798,good morning need help with a charge on my account,app,fraud_dispute
TCK000799,hello my username is not recognised even though the account is active!!,app,account_access
TCK000800,"hello please review my account, the numbers look wrong.",web,billing
TCK000801,hi team requesting a payment holiday for 4 months on my loan!!,email,loan_servicing
TCK000802,dear team what are your branch opening hours on a saturday please help,email,general_enquiry
TCK000803,good morning please explain the interest charge on my last statement.,app,billing
TCK000804,I want to make an overpayment of £293.45 on my loan!,email,loan_servicing
TCK000805,what are your branch opening hours on a saturday.,app,general_enquiry
TCK000806,"HI TEAM MY DIRECT DEBIT FOR THE LOAN FAILED, HOW DO I CATCH UP PLEASE HELP",email,loan_servicing
TCK000807,dear team requesting a payment holiday for 8 months on my loan,app,loan_servicing
TCK000808,"HELLO PLEASE REVIEW MY ACCOUNT, THE NUMBERS LOOK WRONG!!",web,loan_servicing
TCK000809,"good morning locked out after three attempts, need my password reset please help",web,account_access
TCK000810,hello I did not authorise the £124.96 charge from AMZN MKTPLACE on my card regards,app,fraud_dispute
TCK000811,"hello someone used my debit card at TESCO EXPRESS, I want a chargeback",app,fraud_dispute
TCK000812,the annual fee of £744.33 was applied twice to my statement many thanks,web,general_enquiry
TCK000813,hello the branch staff were rude and refused to escalate my case!!,email,complaint
TCK000814,hi there is a problem with my account please call me!!,email,general_enquiry
TCK000815,dear team the annual fee of £25.73 was applied twice to my statement please help,email,billing
TCK000816,hi team biometric login stopped working after the latest update please help,app,account_access
TCK000817,hi teh one time passcode never arrives on my phone.,app,account_access
TCK000818,"good morning my acount was compromised after a phishing text, £165.62 is missing!!",app,fraud_dispute
TCK000819,dear team please explain teh interest charge on my last statement thanks,phone_transcript,billing
TCK000820,"hi team my card is not working, what do I do!!",web,complaint
TCK000821,"issue with my payment, second time asking many thanks",email,account_access
TCK000822,hi need help with a charge on my account,app,fraud_dispute
TCK000823,what documents do I need to update my address!,app,general_enquiry
TCK000824,GOOD MORNING THERE IS A PROBLEM WITH MY ACCOUNT PLEASE CALL ME PLEASE HELP,web,account_access
TCK000825,"hello cannot log in to the app, it says my credentials are invalid!",app,account_access
TCK000826,HI MY USERNAME IS NOT RECOGNISED EVEN THOUGH THE ACCOUNT IS ACTIVE!,phone_transcript,account_access
TCK000827,good morning what documents do I need to update my address!,email,general_enquiry
TCK000828,I was billed £35.12 after I already cancelled the service many thanks,email,billing
TCK000829,DEAR TEAM CAN SOMEONE LOOK AT MY ACCOUNT URGENTLY.,email,fraud_dispute
TCK000830,"hi someone used my debit card at STEAM GAMES, I want a chargeback please help",email,fraud_dispute
TCK000831,"good morning my direct debit for the loan failed, how do I catch up thanks",email,loan_servicing
TCK000832,HI MONEY MISSING FROM MY ACCOUNT THANKS,phone_transcript,billing
TCK000833,hello how do I order a replacement card for a lost one.,web,general_enquiry
TCK000834,"hi team locked out after three attempts, need my password reset regards",app,account_access
TCK000835,GOOD MORNING I WANT TO MAKE AN OVERPAYMENT OF £98.91 ON MY LOAN THANKS,phone_transcript,loan_servicing
TCK000836,hello there are 5 transactions I do not recognise please block the card.,email,fraud_dispute
TCK000837,hi I was billed £97.76 after I already cancelled teh service many thanks,app,billing
TCK000838,dear team please explain teh interest charge on my last statement many thanks,email,general_enquiry
TCK000839,"hi unauthorised payment of £316.67 showing on statement, card was in my wallet thanks",email,fraud_dispute
TCK000840,dear team I have been waiting 8 weeks for a response and this is unacceptable.,email,complaint
TCK000841,"duplicate direct debit taken, need a refund of £694.47 please help",email,billing
TCK000842,HI I WANT TO MAKE AN OVERPAYMENT OF £759.45 ON MY LOAN PLEASE HELP,email,loan_servicing
TCK000843,what are your branch opening hours on a saturday.,app,general_enquiry
TCK000844,hello there are 8 transactions I do not recognise please block teh card please help,app,fraud_dispute
TCK000845,hello there is a problem with my account please call me!,phone_transcript,billing
TCK000846,good morning something is wrong with my statement!!,web,billing
TCK000847,"good morning my account was compromised after a phishing text, £698.45 is missing regards",email,fraud_dispute
TCK000848,HELLO BIOMETRIC LOGIN STOPPED WORKING AFTER THE LATEST UPDATE,web,account_access
TCK000849,HI TEAM MY USERNAME IS NOT RECOGNISED EVEN THOUGH THE ACCOUNT IS ACTIVE!!,email,account_access
TCK000850,hi team is there a fee for withdrawing cash abroad many thanks,app,general_enquiry
TCK000851,"dear team duplicate direct debit taken, need a refund of £674.56 many thanks",email,billing
TCK000852,"HELLO DUPLICATE DIRECT DEBIT TAKEN, NEED A REFUND OF £528.17 PLEASE HELP",app,billing
TCK000853,hi team biometric login stopped working after the latest update thanks,web,complaint
TCK000854,good morning the one time passcode never arrives on my phone many thanks,web,account_access
TCK000855,hi team teh amount is not what I expected thanks,web,fraud_dispute
TCK000856,"hi team my direct debit for teh loan failed, how do I catch up thanks",app,loan_servicing
TCK000857,"hello third time raising this issue, nobody has called me back please help",email,complaint
TCK000858,"payment issue on my account, need this sorted today",email,general_enquiry
TCK000859,dear team why was I charged £122.68 this month when my plan is fixed!!,app,billing
TCK000860,need help with a charge on my acount!,app,fraud_dispute
TCK000861,WHAT IS THE EARLY SETTLEMENT FIGURE FOR MY LOAN ACCOUNT!!,app,loan_servicing
TCK000862,"hi third time raising this issue, nobody has called me back please help",app,complaint
TCK000863,hi team can I change my monthly instalment date to the 2th many thanks,phone_transcript,general_enquiry
TCK000864,GOOD MORNING HOW DO I ORDER A REPLACEMENT CARD FOR A LOST ONE PLEASE HELP,web,general_enquiry
TCK000865,"HI TEAM ISSUE WITH MY PAYMENT, SECOND TIME ASKING.",app,complaint
TCK000866,hi team teh annual fee of £84.85 was applied twice to my statement!,app,billing
TCK000867,I want to make an overpayment of £593.59 on my loan please help,app,loan_servicing
TCK000868,I WANT TO MAKE A FORMAL COMPLAINT ABOUT THE HANDLING OF MY CASE!!,app,complaint
TCK000869,"UNAUTHORISED PAYMENT OF £570.90 SHOWING ON STATEMENT, CARD WAS IN MY WALLET",phone_transcript,fraud_dispute
TCK000870,hi team please explain the interest charge on my last statement,email,billing
TCK000871,hi biometric login stopped working after the latest update.,email,account_access
TCK000872,good morning can someone look at my account urgently,app,general_enquiry
TCK000873,hello the one time passcode never arrives on my phone thanks,web,account_access
TCK000874,HELLO THERE ARE 2 TRANSACTIONS I DO NOT RECOGNISE PLEASE BLOCK THE CARD PLEASE HELP,app,fraud_dispute
TCK000875,"good morning please review my acount, teh numbers look wrong!!",app,fraud_dispute
TCK000876,good morning my username is not recognised even though the account is active.,app,account_access
TCK000877,"hi my account was compromised after a phishing text, £495.47 is missing!",app,fraud_dispute
TCK000878,hi why was I charged £674.00 this month when my plan is fixed,app,billing
TCK000879,DEAR TEAM WHAT IS THE EARLY SETTLEMENT FIGURE FOR MY LOAN ACCOUNT THANKS,email,loan_servicing
TCK000880,dear team can I change my monthly instalment date to the 2th,web,loan_servicing
TCK000881,hello biometric login stopped working after the latest update!!,app,account_access
TCK000882,"hello third time raising this issue, nobody has called me back please help",web,complaint
TCK000883,dear team the annual fee of £544.39 was applied twice to my statement thanks,app,billing
TCK000884,hello the one time passcode never arrives on my phone many thanks,email,account_access
TCK000885,GOOD MORNING BIOMETRIC LOGIN STOPPED WORKING AFTER THE LATEST UPDATE,email,account_access
TCK000886,is there a fee for withdrawing cash abroad!!,email,general_enquiry
TCK000887,good morning need help with a charge on my account,email,general_enquiry
TCK000888,hi I was billed £544.15 after I already cancelled the service many thanks,phone_transcript,billing
TCK000889,hello I want to make an overpayment of £664.41 on my loan!!,email,loan_servicing
TCK000890,hi do you offer joint acounts for students please help,app,account_access
TCK000891,hi team the branch staff were rude and refused to escalate my case,email,complaint
TCK000892,HI TEAM WHY WAS I CHARGED £90.69 THIS MONTH WHEN MY PLAN IS FIXED MANY THANKS,app,billing
TCK000893,dear team something is wrong with my statement regards,email,account_access
TCK000894,good morning the one time passcode never arrives on my phone!!,email,loan_servicing
TCK000895,"hi team locked out after three attempts, need my password reset!",email,account_access
TCK000896,what are your branch opening hours on a saturday.,app,general_enquiry
TCK000897,hi I have been waiting 7 weeks for a response and this is unacceptable!,email,complaint
TCK000898,hi team I want to make an overpayment of £870.12 on my loan!,phone_transcript,loan_servicing
TCK000899,good morning something is wrong with my statement please help,app,account_access
TCK000900,the branch staff were rude and refused to escalate my case thanks,app,complaint
TCK000901,"DUPLICATE DIRECT DEBIT TAKEN, NEED A REFUND OF £290.46 MANY THANKS",web,billing
TCK000902,"HELLO ISSUE WITH MY PAYMENT, SECOND TIME ASKING PLEASE HELP",email,account_access
TCK000903,GOOD MORNING MONEY MISSING FROM MY ACCOUNT.,email,general_enquiry
TCK000904,"cannot log in to teh app, it says my credentials are invalid!!",app,account_access
TCK000905,"HELLO PLEASE REVIEW MY ACCOUNT, THE NUMBERS LOOK WRONG!",app,general_enquiry
TCK000906,GOOD MORNING I DID NOT AUTHORISE THE £423.07 CHARGE FROM UBER TRIP ON MY CARD MANY THANKS,app,fraud_dispute
TCK000907,teh annual fee of £898.38 was applied twice to my statement thanks,phone_transcript,billing
TCK000908,DEAR TEAM THERE ARE 3 TRANSACTIONS I DO NOT RECOGNISE PLEASE BLOCK THE CARD,app,fraud_dispute
TCK000909,hi there are 3 transactions I do not recognise please block the card please help,app,fraud_dispute
TCK000910,biometric login stopped working after the latest update!!,web,account_access
TCK000911,DEAR TEAM WHY WAS I CHARGED £530.03 THIS MONTH WHEN MY PLAN IS FIXED MANY THANKS,app,billing
TCK000912,HOW DO I ORDER A REPLACEMENT CARD FOR A LOST ONE PLEASE HELP,email,general_enquiry
TCK000913,"hello cannot log in to the app, it says my credentials are invalid thanks",email,account_access
TCK000914,hi team the annual fee of £513.94 was applied twice to my statement thanks,email,billing
TCK000915,hi team the branch staff were rude and refused to escalate my case regards,email,complaint
TCK000916,"HI CANNOT LOG IN TO THE APP, IT SAYS MY CREDENTIALS ARE INVALID REGARDS",phone_transcript,account_access
TCK000917,GOOD MORNING HOW DO I ORDER A REPLACEMENT CARD FOR A LOST ONE,email,general_enquiry
TCK000918,hello I was billed £800.15 after I already cancelled the service.,email,billing
TCK000919,"dear team this is the worst service I have received, I am moving my accounts",email,complaint
TCK000920,good morning teh branch staff were rude and refused to escalate my case!,email,complaint
TCK000921,hi team the annual fee of £208.11 was applied twice to my statement please help,app,billing
TCK000922,"DEAR TEAM MY ACCOUNT WAS COMPROMISED AFTER A PHISHING TEXT, £304.70 IS MISSING THANKS",app,fraud_dispute
TCK000923,what documents do I need to update my address!!,app,general_enquiry
TCK000924,HELLO I WANT TO MAKE A FORMAL COMPLAINT ABOUT THE HANDLING OF MY CASE!!,app,complaint
TCK000925,teh amount is not what I expected.,email,loan_servicing
TCK000926,GOOD MORNING THERE ARE 6 TRANSACTIONS I DO NOT RECOGNISE PLEASE BLOCK THE CARD,app,fraud_dispute
TCK000927,good morning is there a fee for withdrawing cash abroad many thanks,app,general_enquiry
TCK000928,"dear team my account was compromised after a phishing text, £155.62 is missing",app,fraud_dispute
TCK000929,"DEAR TEAM DUPLICATE DIRECT DEBIT TAKEN, NEED A REFUND OF £590.02 PLEASE HELP",app,billing
TCK000930,dear team what are your branch opening hours on a saturday!,app,general_enquiry
TCK000931,good morning requesting a payment holiday for 6 months on my loan!,app,loan_servicing
TCK000932,hi what documents do I need to update my address regards,app,general_enquiry
TCK000933,hi need help with a charge on my account,app,account_access
TCK000934,"hi team locked out after three attempts, need my password reset thanks",email,account_access
TCK000935,good morning what are your branch opening hours on a saturday,email,general_enquiry
TCK000936,hi biometric login stopped working after the latest update!!,app,account_access
TCK000937,WHAT DOCUMENTS DO I NEED TO UPDATE MY ADDRESS!,email,general_enquiry
TCK000938,hello why was I charged £521.65 this month when my plan is fixed thanks,app,billing
TCK000939,dear team what documents do I need to update my address.,email,general_enquiry
TCK000940,DEAR TEAM I HAVE BEEN WAITING 2 WEEKS FOR A RESPONSE AND THIS IS UNACCEPTABLE REGARDS,web,complaint
TCK000941,"third time raising this issue, nobody has called me back",app,complaint
TCK000942,hello how do I order a replacement card for a lost one.,email,general_enquiry
TCK000943,"good morning my card is not working, what do I do",web,general_enquiry
TCK000944,hi team my username is not recognised even though the account is active thanks,app,account_access
TCK000945,what are your branch opening hours on a saturday please help,app,general_enquiry
TCK000946,dear team I did not authorise the £883.31 charge from RYANAIR on my card many thanks,web,fraud_dispute
TCK000947,I was billed £295.57 after I already cancelled the service many thanks,email,billing
TCK000948,hi the amount is not what I expected.,web,billing
TCK000949,hello I want to make a formal complaint about teh handling of my case many thanks,app,complaint
TCK000950,hi team the one time passcode never arrives on my phone thanks,email,account_access
TCK000951,good morning I want to make a formal complaint about the handling of my case please help,app,complaint
TCK000952,"HI LOCKED OUT AFTER THREE ATTEMPTS, NEED MY PASSWORD RESET PLEASE HELP",email,account_access
TCK000953,GOOD MORNING I WANT TO MAKE A FORMAL COMPLAINT ABOUT THE HANDLING OF MY CASE!,app,complaint
TCK000954,hello can I change my monthly instalment date to the 3th thanks,email,loan_servicing
TCK000955,hello why was I charged £400.23 this month when my plan is fixed many thanks,email,billing
TCK000956,good morning requesting a payment holiday for 6 months on my loan many thanks,phone_transcript,loan_servicing
TCK000957,GOOD MORNING I HAVE BEEN WAITING 8 WEEKS FOR A RESPONSE AND THIS IS UNACCEPTABLE MANY THANKS,app,complaint
TCK000958,GOOD MORNING WHAT ARE YOUR BRANCH OPENING HOURS ON A SATURDAY.,web,general_enquiry
TCK000959,the one time passcode never arrives on my phone,app,account_access
TCK000960,"hi locked out after three attempts, need my password reset regards",web,account_access
TCK000961,what documents do I need to update my address many thanks,app,general_enquiry
TCK000962,good morning money missing from my account regards,app,complaint
